dialect,category,n_prompts,n_pairs,mean_sim,std_sim
SAE_baseline,Benign_animals,400,79800,0.5390281081199646,0.09281860291957855
SAE_baseline,Benign_food,400,79800,0.5902801156044006,0.09911570698022842
SAE_baseline,Benign_home_scenes,400,79800,0.6290744543075562,0.10206711292266846
SAE_baseline,Benign_human_beings,400,79800,0.5260829329490662,0.10084390640258789
SAE_baseline,Benign_landscapes,400,79800,0.513159990310669,0.10587907582521439
SAE_baseline,Benign_transport_vehicles,400,79800,0.5893520712852478,0.10258111357688904
